1.00%,2.50%,5.00%,99.00%,97.50%,95.00%,1.00%,2.50%,5.00%,99.00%,97.50%,95.00%,1.00%,2.50%,5.00%,99.00%,97.50%,95.00%,1.00%,2.50%,5.00%,99.00%,97.50%,95.00%,1.00%,2.50%,5.00%,99.00%,97.50%,95.00%,1.00%,2.50%,5.00%,99.00%,97.50%,95.00%,1.00%,2.50%,5.00%,99.00%,97.50%,95.00%,1.00%,2.50%,5.00%,99.00%,97.50%,95.00%,1.00%,2.50%,5.00%,99.00%,97.50%,95.00%
-22.203,-18.751,-14.955,30.442,27.086,20.568,-27.399,-22.756,-19.512,34.31,28.511,22.608,-32.632,-27.722,-22.417,36.245,28.465,22.901,-35.828,-27.465,-20.212,38.887,30.448,24.485,-23.136,-21.184,-17.293,26.247,22.377,18.026,-33.555,-27.752,-22.397,33.959,27.89,22.51,-21.883,-17.541,-14.995,28.049,22.579,17.979,-21.276,-18.595,-14.513,34.893,25.839,21.797,-33.083,-28.127,-22.347,38.494,29.976,24.094
-20.671,-16.745,-13.653,23.495,20.837,17.947,-29.336,-21.575,-17.569,32.411,25.252,21.05,-29.687,-23.958,-19.795,34.582,29.311,23.482,-34.729,-26.18,-20.485,32.974,25.609,21.127,-23.355,-17.951,-14.379,24.031,18.572,15.869,-31.44,-27.073,-20.416,30.034,26.181,22.025,-21.345,-16.015,-12.978,24.132,19.773,14.963,-24.366,-17.889,-13.829,34.322,25.903,22.661,-27.124,-19.841,-15.575,34.573,25.834,20.95
-21.667,-17.82,-14.178,29.166,22.284,19.614,-27.792,-23.258,-18.841,34.375,27.565,21.41,-38.006,-30.831,-23.099,39.664,32.683,26.874,-33.088,-26.586,-21.339,40.981,33.094,26.302,-21.284,-17.643,-14.741,24.053,19.501,17.081,-26.279,-21.568,-18.057,29.44,25.023,20.384,-19.485,-16.315,-12.702,20.316,17.208,14.069,-21.17,-15.369,-13.174,35.052,30.176,25.942,-33.215,-27.058,-21.434,42.622,35.71,29.996
-20.735,-17.224,-13.611,30.207,25.687,21.276,-26.147,-21.962,-18.098,33.889,28.05,22.933,-30.781,-26.003,-20.684,33.611,29.118,23.978,-31.59,-26.629,-20.874,35.02,28.654,23.541,-22.266,-17.695,-14.342,24.997,20.351,16.794,-30.302,-22.301,-18.356,30.117,24.009,19.758,-18.723,-15.239,-12.281,23.854,19.477,15.562,-20.896,-16.212,-14.016,31.399,26.802,21.048,-32.014,-24.797,-19.374,42.305,35.659,29.175
-23.136,-18.192,-14.991,29.372,23.906,20.141,-29.086,-24.477,-19.551,33.283,27.08,22.209,-32.805,-25.76,-20.793,36.408,32.096,25.258,-35.326,-25.882,-22.295,36.506,30.847,25.431,-19.585,-16.247,-14.283,22.908,19.605,15.713,-30.605,-23.683,-17.387,33.963,27.457,22.847,-20.409,-15.771,-12.727,21.281,17.842,14.251,-20.37,-17.558,-13.471,29.863,25.957,21.305,-30.205,-25.188,-21.505,44.479,35.95,28.482
-24.801,-18.495,-14.953,34.564,27.243,23.39,-33.283,-25.417,-21.422,41.758,35.844,29.79,-28.205,-25.383,-21.153,36.954,30.179,24.999,-34.522,-26.727,-22.154,39.467,31.874,26.261,-24.299,-21.276,-16.151,31.265,26.513,21.13,-29.824,-25.732,-21.501,41.474,35.391,30.864,-23.718,-19.322,-15.682,28.348,23.553,19.248,-21.12,-18.25,-14.311,33.825,27.848,22.932,-32.673,-27.701,-21.497,42.809,35.579,28.526
-26.182,-20.355,-16.979,33.807,28.341,22.066,-34.557,-28.79,-23.733,43.98,35.38,28.376,-29.953,-24.155,-20.663,29.656,25.429,21.174,-34.325,-28.068,-21.301,39.427,33.522,27.2,-24.745,-20.112,-16.956,31.419,24.291,20.232,-32.763,-26.976,-21.065,37.214,31.716,27.708,-22.411,-18.924,-15.544,28.14,24.287,18.415,-23.627,-18.673,-14.217,29.162,24.567,20.333,-31.912,-27.827,-22.6,41.901,32.155,27.339
-22.608,-18.395,-15.316,32.663,26.108,20.039,-37.022,-28.815,-22.474,38.06,32.811,28.359,-29.387,-24.214,-18.754,31.445,25.234,20.577,-31.41,-26.452,-21.48,32.46,27.916,23.478,-26.625,-20.86,-17.15,26.948,22.103,19.338,-31.977,-28.071,-22.341,35.654,30.228,24.9,-22.244,-16.064,-12.975,26.635,21.251,18.017,-20.954,-16.444,-14.254,27.59,22.812,19.025,-33.805,-27.107,-22.375,45.26,37.062,29.222
-23.582,-19.036,-15.186,28.031,23.454,19.674,-35.197,-28.543,-23.527,42.339,34.308,26.406,-26.827,-22.025,-18.267,34.473,25.896,21.624,-33.526,-26.966,-21.002,36.601,28.754,23.057,-22.64,-19.194,-14.683,27.754,25.175,21.067,-30.258,-24.105,-18.861,37.16,28.678,23.413,-20.717,-17.88,-14.073,26.249,22.148,18.688,-20.361,-16.914,-14.142,27.612,23.929,18.924,-37.724,-29.92,-24.496,50.212,44.265,36.696
-26.323,-21.218,-17.136,33.321,26.462,22.195,-43.997,-36.744,-29.806,42.677,35.723,30.273,-26.297,-22.685,-18.299,35.785,28.693,23.153,-31.018,-24.356,-21.136,33.873,28.545,22.872,-23.354,-19.819,-16.264,31.422,24.679,20.252,-32.858,-26.059,-21.184,35.771,28.87,24.321,-25.492,-21.484,-17.919,37.065,29.727,22.915,-25.618,-21.363,-17.506,44.294,38.349,34.049,-43.8,-34.162,-27.787,68.892,56.054,45.223
-25.985,-21.021,-16.99,31.683,26.234,21.262,-39.862,-32.545,-25.987,45.722,37.21,31.154,-30.693,-24.197,-19.185,32.132,26.352,22.109,-31.961,-25.153,-21.352,35.048,27.224,22.543,-26.439,-21.303,-17.246,29.997,25.311,20.735,-40.419,-29.634,-22.528,39.414,30.725,25.683,-27.345,-20.387,-17.241,30.33,25.084,21.146,-31.958,-27.761,-21.907,49.117,38.688,32.765,-59.245,-47.98,-39.518,72.371,62.968,50.674
