"","WTI","Brent","Gasoline_NYH","Gasoline_US_Gulf","NYHNo2HeatingOil","LA_Diesel","USGulf_Kerosine","Propane","HenryHubNG"
"110",7.23773841961852,13.6821893170074,17.106440226932,12.8430208292746,8.53321154699097,17.298303948095,14.2457679249808,11.9978426219819,22.5550291344775
"111",-3.36668254724471,-8.76330742431013,-6.25203569813341,-6.59715283089958,-10.8789981217025,-7.47155381558642,-9.70890742199574,-11.6687145135746,-41.3914162594692
"112",-4.40427280197206,-4.22646900647544,-10.0435892759564,-5.03209719693264,4.8760420411901,-0.955501360593305,1.31618495172625,4.49754598857617,34.4234241956702
"113",6.2059480832044,4.9531304211442,22.8780393511083,19.5967965935245,5.7786149881046,2.39652008494343,5.20604815478017,3.19450141219052,-7.07432980244539
"114",6.73357073486565,14.2269831105203,9.19953673706105,8.09323309132477,4.9298042984428,8.32632003503429,8.4805311668852,10.4853287647966,3.66639843715913
"115",-0.242644828632088,-1.82761166520262,11.1688110388887,15.806287781855,1.38006436609246,-1.27914032795587,1.5740610284688,6.02485102680633,2.76151670329734
"116",-2.67558528428095,1.40316902288119,-5.79807400413993,-4.43531675498025,-0.263922032319068,-0.414651596184847,-0.244319691530467,-2.61338914906582,1.16055461203079
"117",10.0749765698219,5.75657491395546,3.14305079472784,-3.03890787985408,6.69470875559219,4.02678243758427,2.22553936352614,1.57621476938764,-19.782574332992
"118",10.9692067546474,6.42182677018471,-7.01145765961514,-4.54297577588104,3.49719951884927,2.19307034939702,5.03837900047099,6.23097142569448,2.01089529227135
"119",-5.39641943734015,-6.32494765389529,-0.530505222969323,0.488043916490835,-2.80754161294325,-4.11835927885235,-2.90812093008419,0.732008148650563,-17.34786877669
"120",10.3541497702082,11.3392908685817,0.722720563265232,1.73749544703532,7.65245743279553,6.09436858978439,6.92114268369637,7.71711157133755,11.3523826296987
"121",15.3356197942185,10.4285465972259,12.6545937265017,11.298686339289,13.0685144901252,14.1000241074232,12.4751704972477,15.5970906251985,16.8678780390168
"122",-5.90484282073067,-1.29915591377867,-5.29867748938835,-7.81925683853748,-0.279720462106114,-6.6436639612626,-0.930239266231356,-4.26154288915032,0.137268381197217
"123",8.29571106094809,5.45120967569664,10.2904334898624,11.0982391208366,5.79139862219465,5.93930516413651,4.00740513290673,6.79653287870295,-2.50013022054173
"124",-4.46065659197499,-2.26718120605126,-8.04116556728246,-5.00316292574971,-4.83559684158411,-4.29478885452036,-3.85176307814089,-8.07730535769381,13.0361817863243
"125",11.0286898658231,9.6917020130614,7.7994249177286,10.2792002458874,10.6311312021348,13.5955636236029,12.5186013427083,0.945314264375533,11.6410351844411
"126",-0.235802711731181,1.40729577391008,-3.23865156991536,-0.157047539149234,9.25200537364182,4.37735665461955,4.88718401608198,-1.21705356202552,8.02117550917396
"127",11.9755761276344,8.24078133474243,15.8071554570495,10.8968928735365,3.73070524128106,9.73139522805228,8.39302986296126,8.47412284550907,9.1985463036573
"128",12.0052770448549,14.0247003291107,14.5114704417251,12.9382558496714,13.2317823997045,10.7624656472445,11.5343561773708,5.47248996892465,5.57698461556023
"129",9.90184530820575,7.92903414463736,2.16109460529634,3.49845563456266,6.45042458038119,5.07644736454542,7.32663822643334,11.870305937903,14.3217488922504
"130",-11.2817947985139,-10.9060350973008,-10.4658162746799,-10.6856402249409,-12.4392231956042,-12.0834168042431,-12.320817289847,-8.38158003785897,-35.3754918071135
"131",-6.94209551421439,-8.9372964897514,-3.08970426553827,1.45312992885375,-8.66144728367711,-8.36405150007484,-7.53641176852344,-4.20131798904083,-11.6703704736708
"132",-12.8515794028559,-19.3539410149235,-14.8020085096946,-12.8578805759833,-9.97326429070067,-9.1955762835094,-8.67907481966775,-15.2959494457105,-13.9094689309851
"133",-32.3733862959285,-44.3830754941712,-46.7527688521598,-62.6095042682058,-31.290095467977,-38.771217158859,-36.6842751402203,-43.3993191722702,-14.858738314193
"134",-18.928046989721,-22.8993964992385,-25.1952794086178,-20.090317250609,-20.6496317881053,-20.6720387841155,-17.3762303398285,-27.0327289435368,3.96562667799285
"135",-19.2175330556059,-28.684420059715,-31.2621020799033,-26.0490488261299,-25.5196617307293,-22.0391676775268,-28.7682072451781,-10.1933187174356,-13.2865096097929
"136",-6.43497757847534,20.9539428975869,38.5437988724388,34.9347277088439,8.94816870344692,9.39212906921706,7.02042586732484,12.6899809904817,-16.5763137251349
"137",5.79918523843759,0.541884369557565,-3.33752358740583,-0.940445802797841,-12.2753614889571,-13.6812855321484,-11.2763873092044,-10.8409298507185,-16.6101612927191
"138",12.4348810872027,3.79988282657184,3.2611585588761,2.8717534171585,4.98760829071371,10.2887340357559,5.8343482120058,-1.53849188394795,-12.088189156045
"139",1.43029814665592,8.65415795359642,5.93205768444439,4.99917591580729,-2.80853374259916,-2.32737777722992,-3.56774082208325,-1.09120334509826,-9.67078040709629
"140",31.6981132075472,25.6074453135261,28.2267874060908,30.0158502259241,23.0659500492093,23.3829446746332,25.6282318583801,19.4524746008557,18.7436657460725
"141",5.29331925803045,4.70445150122726,-0.054303558217441,-2.78782744189665,4.71588424373481,7.08160967723477,6.70771620888125,5.88773657028328,-5.23679855173159
"142",-0.802062446290441,2.8513401374909,6.62006371559813,6.54388917355019,4.44771140050924,2.57111109886343,2.37645889410512,-0.855228181531725,-10.7752861296446
"143",1.02512272596014,-1.52411289582787,-7.32870663749638,-7.99561762842209,-1.1217167530925,-2.30018164568279,-2.76872613848491,11.9009277379628,-32.2203266820014
"144",0.700300128626541,-4.74725741546635,-4.24644805177586,-3.49105551763743,1.78875646927734,1.12995552539332,0.727275932907988,2.89875368732522,29.4887456173051
"145",9.33863184785695,12.9363649444598,12.1833674106229,11.9011815115764,8.49316535363804,8.26322645802702,9.66268356890717,11.9545150649783,23.4768032166497
"146",0.19470404984423,3.74683597470605,1.30523941381037,0.823897554455286,0.962276354145641,0.098473666253956,1.40705838969424,6.01273979725951,7.04516609506113
"147",2.85011011789091,0.17985616359149,2.17078084982303,4.26664463189029,6.10988926339565,5.13179003840329,4.10614867977739,15.1494635769142,27.7425572284592
"148",-8.23781332661545,-9.00614959248366,-7.86608744928762,-8.18871594721843,-10.7522906732751,-9.86819166316941,-8.91034279618538,-0.0760167273397717,-10.1169234993728
